Date and Time,SHA256_Hash,Filename
"2025-10-22 13:48:00.228248",5090bddb1fbd44b67a38ac021bc72390e450d4437141fdee1611ff1126db1c52,"Screenshot 2024-12-08 234338.png"
"2025-10-22 13:48:00.230249",f504086391fa134b8420039e1a65da5541a18265045cd4e8fdc6de8497592c4e,"Screenshot 2024-12-08 234751.png"
"2025-10-22 13:48:00.231245",ef9751580512b3f1d4bb2e6d5985e74dbfcdfc814abe9b78a81d0284132af0e4,"Screenshot 2024-12-08 235346.png"
"2025-10-22 13:48:00.232247",c90fcaa216a3c437ad33d31a0ddfde4431d0c47e994c509dcd6c772056e1d932,"Screenshot 2024-12-09 000432.png"
"2025-10-22 13:48:00.233249",29911b771cc662b91ce908446009035f75abc4bfd6f99998fde38e4a631b24fb,"Screenshot 2024-12-09 002227.png"
"2025-10-22 13:48:00.234248",a4bd70d8c9e862f0f8d5753290ec29d4c24a7f6eb70d1e48ee65bbc6aa031bfc,"Screenshot 2024-12-09 002610.png"
"2025-10-22 13:48:00.235247",54cae53402c83521ffb976ecd83b092718cad7a0b52562b6c7258719961c4b94,"Screenshot 2024-12-09 002709.png"
"2025-10-22 13:48:00.236253",32eb6d847757b82051be387b84cf1d220985aa525120580a2c9d44d43f0282fd,"Screenshot 2024-12-09 002750.png"
"2025-10-22 13:48:00.239244",f6e3d53b8791f32374cd28d2d45b6f0d1067edb2be2c03c1c3ae8e1f1a6f6d38,"Screenshot 2024-12-09 002823.png"
"2025-10-22 13:48:00.240247",7ec2d511e6989a3e1799eab37aa9978088041396ff60037f24043afbc96e0547,"Screenshot 2024-12-09 002836.png"
